URL,U ID,Domain,Department,Name,Description,Type,Visits,Creation Date,Refresh rate,Last Update Date (data),Last Updated,Category,Keywords,Downloads,Owner,Owner UID,Contact Email,License,Data Provided By,Source Link,Routing & Approval,api_endpoint,System,Does this data have a Location column? (Yes or No),What geographic unit is the data collected?,geometryType,hasAttachments
https://controllerdata.lacity.org/d/hd2p-rbsr,hd2p-rbsr,controllerdata.lacity.org,Controller,Fund 679,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,142,03/25/2016 08:46:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",37,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/hd2p-rbsr.json,FMS,,,,
https://data.lacity.org/d/3a98-5znz,3a98-5znz,data.lacity.org,,DWP - Recycled Water Use in Acre Feet (Monthly),This dataset contains metrics that measure the operational performance of the Department of Water and Power. These metrics are used on a regular basis by the department and the Mayor to evaluate progress and inform decision making. Performance management forms the foundation of a data-driven culture of innovation and excellence in the City of Los Angeles.,chart,420,08/11/2014 08:39:00 PM +0000,,08/12/2015 04:45:00 PM +0000,,A Livable and Sustainable City,"department of water and power,water,power,dwp,performance,metrics",35,Miguel Sangalang,tyhz-nfmm,,Creative Commons 1.0 Universal (Public Domain Dedication),Department of Water and Power,,,https://data.lacity.org/resource/3a98-5znz.json,,,,,
https://controllerdata.lacity.org/d/uryg-sagq,uryg-sagq,controllerdata.lacity.org,Controller,Fund 206,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,139,03/25/2016 06:09:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",37,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/uryg-sagq.json,FMS,,,,
https://controllerdata.lacity.org/d/g292-en5r,g292-en5r,controllerdata.lacity.org,,LA budget,"General Fund Budget, Adjustments and Expenditures from July 1, 2011 through December 31, 2013",filter,176,01/16/2014 08:40:00 PM +0000,,06/10/2017 01:01:00 AM +0000,,Finance,"general fund,budget,expenditure,appropriation,account,expenditures",96,scottleighton,2jmg-ngni,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/g292-en5r.json,,,,,
https://controllerdata.lacity.org/d/fcni-esu6,fcni-esu6,controllerdata.lacity.org,Controller,Fund 49N,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,115,03/25/2016 06:10:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",39,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/fcni-esu6.json,FMS,,,,
https://controllerdata.lacity.org/d/pygz-u29x,pygz-u29x,controllerdata.lacity.org,Controller,40Q,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,122,03/25/2016 06:38:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",41,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/pygz-u29x.json,FMS,,,,
https://controllerdata.lacity.org/d/cnkk-8dab,cnkk-8dab,controllerdata.lacity.org,Controller,Fund 57W,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,118,03/25/2016 08:39:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",38,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/cnkk-8dab.json,FMS,,,,
https://data.lacity.org/d/y3nr-nxj9,y3nr-nxj9,data.lacity.org,,Socrata Sample Facilities FME,Socrata Sample Facilities FME,gis map,8,11/26/2014 03:16:00 PM +0000,Annual,11/29/2016 06:10:00 PM +0000,,,,1,kb@boe,9fhs-yx93,,Creative Commons 1.0 Universal (Public Domain Dedication),,,Not in Queue,https://data.lacity.org/resource/y3nr-nxj9.json,,,,,
https://controllerdata.lacity.org/d/drdy-s4i8,drdy-s4i8,controllerdata.lacity.org,Controller,Fund 41a,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,131,03/25/2016 06:50:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",39,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/drdy-s4i8.json,FMS,,,,
https://controllerdata.lacity.org/d/cipc-thm3,cipc-thm3,controllerdata.lacity.org,,General Fund Revenues Collection Ratio,This dataset provides details for collected revenue by month since Fiscal Year 2012.,chart,243,03/03/2014 08:31:00 PM +0000,,06/10/2017 01:03:00 AM +0000,,Revenue,"revenue,general fund,city of los angeles,controller,ron galperin",204,Edwin Avanessian,7c7a-resi,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/cipc-thm3.json,,,,,
https://data.lacity.org/d/7xxm-uuhr,7xxm-uuhr,data.lacity.org,,DWP - SIP Installed Capacity (kW) (Quarterly FY),This dataset contains metrics that measure the operational performance of the Department of Water and Power. These metrics are used on a regular basis by the department and the Mayor to evaluate progress and inform decision making. Performance management forms the foundation of a data-driven culture of innovation and excellence in the City of Los Angeles.,chart,268,08/12/2014 12:54:00 AM +0000,,08/12/2015 04:45:00 PM +0000,,A Livable and Sustainable City,"department of water and power,water,power,dwp,performance,metrics",7,Miguel Sangalang,tyhz-nfmm,,Creative Commons 1.0 Universal (Public Domain Dedication),Department of Water and Power,,,https://data.lacity.org/resource/7xxm-uuhr.json,,,,,
https://controllerdata.lacity.org/d/ri5z-jwqc,ri5z-jwqc,controllerdata.lacity.org,Controller,Fund 575,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,107,03/25/2016 06:00:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",34,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/ri5z-jwqc.json,FMS,,,,
https://controllerdata.lacity.org/d/3g93-w8cs,3g93-w8cs,controllerdata.lacity.org,Controller,Fund 760,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,111,03/25/2016 08:56:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",39,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/3g93-w8cs.json,FMS,,,,
https://controllerdata.lacity.org/d/5rbm-izzg,5rbm-izzg,controllerdata.lacity.org,Controller,Fund 686,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,123,03/25/2016 06:37:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",38,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/5rbm-izzg.json,FMS,,,,
https://controllerdata.lacity.org/d/49u2-ynfc,49u2-ynfc,controllerdata.lacity.org,Controller,Fund 441,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,95,03/25/2016 08:05:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",38,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/49u2-ynfc.json,FMS,,,,
https://data.lacity.org/d/6dmz-h3cx,6dmz-h3cx,data.lacity.org,,Water And Electric Res 2005-2013 By Zip-2,,dataset,2,05/30/2014 09:29:00 PM +0000,,05/30/2014 09:29:00 PM +0000,,,,0,Steve Baule,7q7s-tyf3,,,,,Not in Queue,https://data.lacity.org/resource/6dmz-h3cx.json,,,,,
https://data.lacity.org/d/ndkd-k878,ndkd-k878,data.lacity.org,Information Technology,MyLA311 Service Request Data 2016,"Service request data from MyLA311 for 2016.  This includes requests submitted via 311, call centers, email, mobile apps, website, and other sources.",filter,"2,486",05/10/2016 07:09:00 PM +0000,Weekly,08/05/2017 12:21:00 PM +0000,,A Well Run City,"311,service,requests,graffiti,trash,bulky,water,animal,3-1-1,call,center,pickup,myla311","6,897",Eduardo Magos,ri63-g4dj,eduardo.magos@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),City of Los Angeles - Information Technology Agency,https://MyLA311.lacity.org,,https://data.lacity.org/resource/ndkd-k878.json,,Yes,Latitude/longitude,,
https://controllerdata.lacity.org/d/jm2i-cieb,jm2i-cieb,controllerdata.lacity.org,Controller,Fund 49G,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,118,03/25/2016 06:04:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",42,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/jm2i-cieb.json,FMS,,,,
https://data.lacity.org/d/pdcc-ueuk,pdcc-ueuk,data.lacity.org,,DCP - Planning Case Filing and Completion - Monthly GOVSTAT,DCP total cases filed and completed each month (includes both entitlement and environmental cases),chart,350,05/30/2014 08:38:00 PM +0000,,12/16/2015 01:11:00 AM +0000,,A Prosperous City,"planning,dcp,case completion",67,Mayor's Office OpenData,tgn6-4379,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/pdcc-ueuk.json,,,,,
https://controllerdata.lacity.org/d/nmg8-v499,nmg8-v499,controllerdata.lacity.org,Controller,Fund 540,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,126,03/25/2016 08:10:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",37,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/nmg8-v499.json,FMS,,,,
https://controllerdata.lacity.org/d/7ije-cf8u,7ije-cf8u,controllerdata.lacity.org,Controller,Fund 16J,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,114,03/24/2016 10:41:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",37,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/7ije-cf8u.json,FMS,,,,
https://controllerdata.lacity.org/d/7q9u-c3fr,7q9u-c3fr,controllerdata.lacity.org,Controller,Fire Prevention and Emergency Preparedness Funds,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,102,12/22/2015 08:04:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",59,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/7q9u-c3fr.json,FMS,,,,
https://data.lacity.org/d/7ne6-2nvh,7ne6-2nvh,data.lacity.org,,311 Call center latest month filter - GOVSTAT,"Basic 311 call tracking information including date and time of call, type of information requested, how the request was handled, and which departments were notified",filter,313,05/30/2014 01:21:00 AM +0000,,06/09/2015 10:29:00 PM +0000,,,"311,call center",46,Mayor's Office OpenData,tgn6-4379,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/7ne6-2nvh.json,,,,,
https://controllerdata.lacity.org/d/ned2-b43p,ned2-b43p,controllerdata.lacity.org,,Monthly City Expenditures by Fiscal Year,,filter,137,09/07/2014 10:40:00 PM +0000,,06/10/2017 01:01:00 AM +0000,,Budget,,8,Edwin Avanessian,7c7a-resi,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/ned2-b43p.json,,,,,
https://controllerdata.lacity.org/d/i45p-jezj,i45p-jezj,controllerdata.lacity.org,,AZAR6,"Payroll information for all Los Angeles City Departments, Jan 1, 2011 - December 31, 2013. 

Updated on a quarterly basis by the Los Angeles City Controller's Office.",filter,208,03/04/2014 11:59:00 PM +0000,Quarterly,08/19/2015 04:29:00 PM +0000,2-25-14,Finance,"payroll,personnel,bonuses,healthcare,overtime",19,Azar Nejad,2irs-sqtz,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/i45p-jezj.json,,,,,
https://data.lacity.org/d/thyx-mdmn,thyx-mdmn,data.lacity.org,,BCA- # of private development inspections (Annually),This dataset contains metrics that measure the operational performance of the Bureau of Contract Administration. These metrics are used on a regular basis by the department and the Mayor to evaluate progress and inform decision making. Performance management forms the foundation of a data-driven culture of innovation and excellence in the City of Los Angeles.,chart,298,08/07/2014 06:10:00 PM +0000,,01/07/2015 12:47:00 AM +0000,,A Livable and Sustainable City,"bureau of contract administration,bca,performance,metrics",21,Miguel Sangalang,tyhz-nfmm,,Creative Commons 1.0 Universal (Public Domain Dedication),Bureau of Contract Administration,,,https://data.lacity.org/resource/thyx-mdmn.json,,,,,
https://controllerdata.lacity.org/d/f3wu-hh7b,f3wu-hh7b,controllerdata.lacity.org,Controller,Fund 51M,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,140,03/25/2016 06:40:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",34,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/f3wu-hh7b.json,FMS,,,,
https://controllerdata.lacity.org/d/enbw-9hpu,enbw-9hpu,controllerdata.lacity.org,Controller,LAWA Public Parking Lot Spending 2015,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,filter,117,03/09/2016 09:30:00 PM +0000,Monthly,07/14/2017 12:18:00 AM +0000,,Purchasing,"checkbook,echeckbook,expenditures,vendors,agencies",60,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/enbw-9hpu.json,FMS,,,,
https://controllerdata.lacity.org/d/7as2-yv78,7as2-yv78,controllerdata.lacity.org,Controller,DWP Checkbook,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,filter,237,07/01/2016 10:05:00 PM +0000,Monthly,07/14/2017 12:18:00 AM +0000,,Purchasing,"checkbook,echeckbook,expenditures,vendors,agencies",51,Lowell Goodman,f8m6-kiu5,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/7as2-yv78.json,FMS,,,,
https://data.lacity.org/view/5ict-em75,5ict-em75,data.lacity.org,,Water Leaks in the City of Los Angeles,Number of recorded water leaks by months in the City of Los Angeles,datalens,345,04/25/2015 09:44:00 PM +0000,,05/18/2017 07:34:00 PM +0000,,A Livable and Sustainable City,,0,Abhi Nemani,7t2j-pb28,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/5ict-em75.json,,,,,
https://data.lacity.org/view/tedj-drhd,tedj-drhd,data.lacity.org,,LASAN:  Industrial Wastewater Permits Data,List of companies with active industrial wastewater permits as of 3/15/14 to allow discharge of industrial wastewater into City sewers reported by LA Sanitation,datalens,262,04/20/2015 09:22:00 PM +0000,,11/30/2016 07:19:00 AM +0000,,A Livable and Sustainable City,,2,Rodd Talebi,ihg6-62bp,,Creative Commons 1.0 Universal (Public Domain Dedication),LA Sanitation,,Not in Queue,https://data.lacity.org/resource/tedj-drhd.json,,,,,
https://controllerdata.lacity.org/d/hafm-pgir,hafm-pgir,controllerdata.lacity.org,Controller,Fund 55Y,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,101,03/25/2016 08:27:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",47,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/hafm-pgir.json,FMS,,,,
https://data.lacity.org/d/eca4-pe67,eca4-pe67,data.lacity.org,,Bureau of Engineering (BOE) - # of completed clean water capital projects (Annual FY),This dataset contains metrics that measure the operational performance of the Bureau of Engineering. These metrics are used on a regular basis by the department and the Mayor to evaluate progress and inform decision making. Performance management forms the foundation of a data-driven culture of innovation and excellence in the City of Los Angeles.,chart,310,08/07/2014 09:31:00 PM +0000,,01/07/2015 02:40:00 AM +0000,,A Livable and Sustainable City,"bureau of engineering,boe,performance,metrics",14,Miguel Sangalang,tyhz-nfmm,,Creative Commons 1.0 Universal (Public Domain Dedication),Bureau of Engineering,,,https://data.lacity.org/resource/eca4-pe67.json,,,,,
https://controllerdata.lacity.org/d/ek4e-fezt,ek4e-fezt,controllerdata.lacity.org,Controller,Fund 44A,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,146,03/25/2016 08:07:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",44,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/ek4e-fezt.json,FMS,,,,
https://controllerdata.lacity.org/d/hswv-q5cx,hswv-q5cx,controllerdata.lacity.org,Controller,Fund 55P,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,132,03/25/2016 08:25:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",45,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/hswv-q5cx.json,FMS,,,,
https://controllerdata.lacity.org/d/dzxr-985e,dzxr-985e,controllerdata.lacity.org,Controller,Fund 53K,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,98,03/25/2016 07:02:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",37,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/dzxr-985e.json,FMS,,,,
https://controllerdata.lacity.org/d/q36d-xkyp,q36d-xkyp,controllerdata.lacity.org,,General Fund Revenues,"Budget versus Collected Revenue from July 1, 2011 through March 31, 2014",filter,271,04/07/2014 07:10:00 AM +0000,Monthly,06/10/2017 01:04:00 AM +0000,,Revenue,"revenue,general fund,revenues",87,Controller's Office,mnkj-bu52,,Public Domain,Controller's Office,http://www.lacontroller.org/,,https://controllerdata.lacity.org/resource/q36d-xkyp.json,,,,,
https://data.lacity.org/d/2ebk-cfnw,2ebk-cfnw,data.lacity.org,,311_LA_Noise,"Basic 311 call tracking information including date and time of call, type of information requested, how the request was handled, and which departments were notified",filter,352,11/05/2015 08:36:00 PM +0000,,06/09/2015 10:29:00 PM +0000,,,"311,call center",42,Shi Fan,9m27-f7hu,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/2ebk-cfnw.json,,,,,
https://data.lacity.org/d/3wzn-6qj8,3wzn-6qj8,data.lacity.org,,Recreation and Parks - Total Attendance at City Aquatic Facilities (Annually),,chart,174,08/26/2014 04:21:00 PM +0000,,04/22/2015 08:09:00 PM +0000,,A Livable and Sustainable City,,6,Miguel Sangalang,tyhz-nfmm,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/3wzn-6qj8.json,,,,,
https://controllerdata.lacity.org/d/32ue-x59t,32ue-x59t,controllerdata.lacity.org,Controller,Fund 597,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.

Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",filter,128,03/25/2016 06:08:00 PM +0000,Monthly,06/12/2017 07:46:00 PM +0000,,Audits and Reports,"revenue,expenditures,city of los angeles,city of los angeles controller,city of la,city of la controller,ron galperin,comprehensive annual financial report,cafr,net position,asset type,asset type group,activity type,cafr statistical section",37,Controller's Office,se84-jbtc,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/32ue-x59t.json,FMS,,,,
https://data.lacity.org/d/k4qq-5jne,k4qq-5jne,data.lacity.org,,NIAC w/col,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",filter,"3,063",04/30/2016 12:24:00 AM +0000,Monthly,07/17/2017 06:42:00 PM +0000,,A Prosperous City,,51,fbertomen,23bg-msnb,,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,,https://data.lacity.org/resource/k4qq-5jne.json,,Yes,,,
